segment_id,activation_profile,active_but_not_enabled,enabled_but_not_active
Chunk_1/b0c9d2329ad1606b_2018-07-30--13-44-30/14,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-30--13-44-30/15,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-30--13-44-30/6,101,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-30--13-44-30/7,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-30--13-44-30/8,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-30--13-44-30/9,010,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-31--20-50-28/12,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-31--20-50-28/13,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-31--20-50-28/5,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-31--20-50-28/6,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-31--20-50-28/7,01,False,True
Chunk_1/b0c9d2329ad1606b_2018-07-31--20-50-28/8,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-07-31--20-50-28/9,01,False,True
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/10,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/11,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/12,01,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/13,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/14,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/5,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/6,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/7,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/8,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-01--21-13-49/9,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/29,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/30,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/31,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/32,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/33,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/34,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/35,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/36,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/37,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/38,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/39,010,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--08-34-47/40,01,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/10,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/11,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/12,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/13,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/14,01,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/17,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/5,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/6,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/7,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/8,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-02--16-41-38/9,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/10,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/11,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/12,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/13,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/14,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/15,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/16,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/4,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/5,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/7,101,False,True
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/8,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-03--10-35-16/9,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/25,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/26,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/29,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/30,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/31,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/32,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/33,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/34,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/35,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-06--10-04-53/36,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/10,101,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/12,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/3,0101010,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/4,010,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/5,01,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/6,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/7,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/8,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-10--22-42-26/9,01,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/26,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/27,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/28,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/29,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/30,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/31,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/32,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/33,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/34,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/35,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/36,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/37,0101,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--10-32-01/38,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/10,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/11,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/12,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/13,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/14,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/15,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/16,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/4,010,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/5,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/6,01,False,True
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/7,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/8,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-14--20-41-07/9,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-15--09-01-03/16,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-15--09-01-03/17,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-15--09-01-03/18,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-15--09-01-03/19,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-15--09-01-03/20,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-15--09-01-03/21,101,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-15--09-01-03/22,101,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-15--09-01-03/23,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-16--21-52-30/5,010,False,True
Chunk_1/b0c9d2329ad1606b_2018-08-16--21-52-30/6,01,False,True
Chunk_1/b0c9d2329ad1606b_2018-08-16--21-52-30/8,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/27,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/28,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/29,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/30,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/31,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/32,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/33,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/34,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/35,101,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/36,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/37,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/38,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/39,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/40,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--12-07-08/41,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/10,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/11,101,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/12,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/13,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/5,101,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/6,10,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/7,010,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/8,01,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-17-47/9,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/1,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/2,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/3,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/4,01,False,True
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/5,1,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/6,1010,False,True
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/7,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/8,0,False,False
Chunk_1/b0c9d2329ad1606b_2018-08-17--14-55-39/9,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/37,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/38,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/39,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/40,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/41,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/42,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/43,101,False,True
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/44,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/45,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/46,1010,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/47,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-18--18-20-55/48,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-24--18-40-57/10,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-24--18-40-57/4,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-24--18-40-57/5,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-24--18-40-57/6,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-24--18-40-57/7,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-24--18-40-57/8,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-08-24--18-40-57/9,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-13--22-01-21/14,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-13--22-01-21/15,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-15--17-50-36/74,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-15--17-50-36/75,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-15--17-50-36/76,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-15--17-50-36/77,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/10,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/11,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/12,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/13,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/14,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/15,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/16,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/17,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/4,0101,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/5,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/6,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/7,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/8,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-20--19-47-23/9,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/26,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/27,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/28,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/29,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/30,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/31,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/32,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/33,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/34,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/35,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/36,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--09-50-40/37,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/0,010,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/1,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/10,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/11,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/12,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/2,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/3,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/4,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/5,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/6,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/7,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/8,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-21--23-18-39/9,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/41,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/42,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/43,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/44,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/45,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/46,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/47,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/48,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/49,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/50,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--12-52-06/51,10101,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/10,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/11,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/12,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/13,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/14,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/2,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/3,1010,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/4,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/5,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/6,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/7,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/8,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-23--23-24-40/9,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/27,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/28,010101,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/29,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/30,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/31,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/32,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/33,0101,False,True
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/34,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-09-24--12-49-08/35,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-16-56/10,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-16-56/11,1010,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-16-56/12,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-16-56/13,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-16-56/14,010,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-16-56/7,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-16-56/8,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-46-40/10,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-46-40/11,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-46-40/12,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-46-40/13,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-46-40/7,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-46-40/8,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--20-46-40/9,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--21-20-29/10,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--21-20-29/11,010,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--21-20-29/12,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--21-20-29/13,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--21-20-29/6,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--21-20-29/7,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--21-20-29/8,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--21-20-29/9,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/10,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/11,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/12,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/13,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/14,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/15,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/16,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/7,1010,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/8,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-05--22-20-31/9,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/10,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/11,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/12,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/13,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/14,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/15,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/16,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/17,1010,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/5,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/6,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/7,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/8,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--14-06-32/9,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/11,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/12,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/13,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/14,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/15,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/16,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/17,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/18,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/19,10,False,False
